total_pkts,target_pkts,pkt_ratio,avg_pkt_size,unique_MACs,mean_IAT_us,IAT_variance
1472,916,0.622,125.6,6,674.8,6656905.2
1327,909,0.685,120.9,6,747.2,5796759.8
1268,767,0.605,130.3,7,784.3,8273184.2
1241,812,0.654,116.4,6,802.8,6467681.7
947,620,0.655,125.4,6,1056.1,13102785.7
729,373,0.512,239.9,7,1364.7,29276233.7
1390,1165,0.838,118.1,7,706.4,4492662.5
1285,870,0.677,102.8,7,778.1,3679018.2
1340,406,0.303,132.9,6,741.5,7804169.7
865,299,0.346,119.8,6,1150.8,19835893.8
1011,866,0.857,103.2,6,978.5,7240057.2
1063,749,0.705,108.0,4,935.0,8041858.5
1210,1089,0.900,104.9,4,819.4,8677381.0
1110,1086,0.978,111.3,5,897.4,15479021.0
1083,835,0.771,110.9,7,919.8,12392044.3
1161,823,0.709,107.4,5,857.3,5106726.6
1144,868,0.759,111.7,6,856.4,9150320.7
974,867,0.890,107.3,6,1004.0,13820568.3
1217,1156,0.950,110.8,5,775.0,12802165.6
1662,859,0.517,124.4,5,598.8,4810736.9
1196,1004,0.839,104.6,6,834.3,6975438.8
1071,940,0.878,110.5,5,916.0,8025620.9
1174,1031,0.878,106.0,5,848.0,7405901.6
1239,969,0.782,99.2,5,798.3,4395195.9
1189,1035,0.870,104.4,8,834.1,7786967.1
1079,1020,0.945,113.1,6,921.3,9796990.9
1151,1016,0.883,119.3,4,858.7,8518257.4
1341,981,0.732,141.4,6,743.1,5951466.2
1197,1016,0.849,110.4,4,811.4,8979787.1
988,884,0.895,117.3,6,996.9,15016171.5
893,729,0.816,118.3,5,1106.1,18303026.4
1107,963,0.870,106.9,4,898.3,6113508.2
1050,953,0.908,106.0,5,944.6,10760040.2
1066,1014,0.951,109.9,6,919.0,8689680.6
1027,887,0.864,108.0,5,956.2,9674405.6
1210,580,0.479,131.5,5,809.9,8074026.8
1141,996,0.873,107.0,5,828.6,12679601.5
1447,1172,0.810,118.0,6,687.6,6918446.7
1141,733,0.642,135.4,7,858.0,9043696.2
1097,437,0.398,104.3,7,888.5,5660740.5
1092,987,0.904,108.4,6,915.5,13503832.0
1220,1092,0.895,119.3,4,818.9,15959772.2
1203,1056,0.878,104.4,4,807.9,10332650.5
1218,1124,0.923,107.8,5,787.2,9502173.9
1385,1273,0.919,107.7,5,721.9,8004704.2
1289,1093,0.848,116.6,5,773.1,8190770.4
1093,1052,0.962,109.8,3,912.6,9772484.0
1169,1068,0.914,106.5,5,841.1,5160813.8
1111,1066,0.959,111.0,6,884.8,9106581.0
1563,1104,0.706,117.7,6,635.7,5389567.6
1487,1255,0.844,129.6,6,669.3,5859172.2
1137,1053,0.926,142.0,5,877.6,11467071.2
1278,1192,0.933,140.7,5,750.4,11020153.3
668,516,0.772,142.3,6,1468.1,19226381.3
944,782,0.828,121.9,6,1051.7,14276444.7
1876,1488,0.793,111.0,6,530.7,2357597.5
1187,1056,0.890,109.5,6,829.3,10267329.1
1344,822,0.612,109.7,7,736.2,6991039.5
1523,1095,0.719,126.4,7,653.5,5691332.0
1223,1075,0.879,106.8,7,809.7,8900154.2
1491,1345,0.902,105.3,7,665.5,6200451.4
1321,1048,0.793,116.7,6,749.0,12052567.9
1318,1234,0.936,110.8,4,758.4,7090726.9
1313,1135,0.864,107.7,6,755.9,5312894.9
1090,1036,0.950,109.2,5,908.2,10710323.4
1425,1170,0.821,108.8,5,697.4,5930402.9
1241,953,0.768,168.2,4,798.2,7867460.0
1167,420,0.360,147.7,6,839.8,9729385.1
448,0,0.000,121.8,5,2191.1,33192194.1
735,527,0.717,115.3,6,1356.7,28128637.9
1136,712,0.627,123.8,7,870.4,7438005.2
1159,872,0.752,99.9,7,858.4,4548696.3
1035,922,0.891,105.0,4,963.8,15870735.0
1224,1173,0.958,109.8,4,810.6,9804463.2
702,682,0.972,111.7,4,1392.0,48694382.2
1282,926,0.722,110.2,6,776.4,11736123.5
1325,1159,0.875,110.2,4,751.7,8316730.2
1056,1008,0.955,108.9,5,946.7,14195895.5
1290,1196,0.927,108.3,8,774.2,7738151.4
1391,1132,0.814,108.5,5,718.9,4719113.7
1161,1108,0.954,109.5,6,838.1,10358252.9
1347,1267,0.941,108.4,6,711.3,7470836.7
1175,1142,0.972,111.9,4,850.7,9491079.7
1112,926,0.833,110.3,4,891.7,7956890.7
1193,1081,0.906,112.7,4,831.3,8993409.0
1233,1027,0.833,113.0,6,800.5,7634470.9
1361,1096,0.805,109.7,7,732.5,7897550.2
1469,1233,0.839,101.9,6,679.6,4132996.2
1125,990,0.880,104.9,7,880.7,9315622.9
1198,1093,0.912,110.0,4,826.3,10195635.1
1123,1019,0.907,106.3,5,881.3,9864792.5
1122,969,0.864,110.3,5,869.2,9037962.0
1361,1245,0.915,108.3,7,730.7,6498154.7
1108,1078,0.973,110.8,6,898.9,10080213.8
1321,1222,0.925,107.9,6,756.9,7070366.5
1355,1168,0.862,102.7,5,736.6,4409462.4
1073,1012,0.943,109.6,5,924.0,11591500.2
1361,1157,0.850,117.0,5,722.9,7187217.4
1249,1106,0.886,113.5,7,798.8,8915396.6
1121,1072,0.956,114.5,6,891.2,11165531.1
1182,1119,0.947,109.1,5,837.3,9417959.6
1247,1042,0.836,105.6,5,792.4,8511307.8
1265,1032,0.816,108.5,7,785.2,10876536.4
1323,1096,0.828,105.1,6,752.2,5100989.0
978,751,0.768,105.0,5,1007.0,17483858.6
1355,1158,0.855,117.1,6,731.5,10587296.0
1363,1310,0.961,112.0,5,723.6,11572632.0
1619,1481,0.915,106.5,4,609.5,5649043.5
1310,995,0.760,115.9,5,754.2,7121736.8
1580,1242,0.786,117.6,5,631.7,6835344.3
1418,753,0.531,128.1,5,693.5,7309314.8
1261,1124,0.891,106.7,6,790.1,5567472.7
1134,1074,0.947,115.9,6,878.5,11121005.5
1123,1011,0.900,106.6,5,878.1,8493265.5
1115,1099,0.986,110.6,4,887.2,13261748.3
1351,1203,0.890,110.5,6,714.3,6508963.8
1302,1230,0.945,108.7,5,762.1,9119624.2
1442,1390,0.964,109.6,5,682.3,6706244.7
1100,1015,0.923,107.5,5,901.9,10380760.9
1389,1126,0.811,99.9,7,713.6,4111475.8
1024,975,0.952,109.6,6,942.6,14992230.6
1215,1092,0.899,106.1,7,808.6,6529351.9
1215,1123,0.924,107.5,7,816.7,13526577.0
1143,1033,0.904,108.9,5,872.7,7370457.9
1198,1048,0.875,103.8,4,820.3,7197673.4
1126,1068,0.948,110.0,5,861.9,10125405.1
1467,1370,0.934,107.2,6,655.1,13341393.4
1244,1024,0.823,173.1,4,783.5,5162541.6
1171,1077,0.920,109.6,5,836.7,8177677.7
1290,1173,0.909,106.0,6,765.4,6093943.2
1178,1151,0.977,110.6,6,846.6,8454092.4
1089,1045,0.960,109.6,6,913.1,11481859.4
1275,1174,0.921,107.2,5,771.3,7768790.7
1180,1094,0.927,110.6,6,843.2,8046386.9
998,856,0.858,105.0,7,998.5,8019853.5
1242,990,0.797,100.1,7,800.0,4088606.9
1071,1011,0.944,112.2,7,920.2,10811403.1
1174,1153,0.982,112.1,5,821.3,12655890.7
1297,1239,0.955,108.6,4,755.3,8698870.5
1165,1024,0.879,105.7,7,854.0,6211325.8
1164,1031,0.886,106.0,5,853.9,7062764.6
1147,1086,0.947,109.6,7,863.1,8245791.9
1187,1123,0.946,108.9,7,839.1,8362749.8
1294,1156,0.893,105.5,5,772.0,4561563.5
1040,1016,0.977,110.8,5,947.2,9965682.0
1257,1224,0.974,110.6,4,792.7,8826613.7
1249,1151,0.922,107.6,6,786.2,8019932.9
1265,1190,0.941,108.1,7,785.8,7205986.6
1308,1249,0.955,109.2,4,762.9,8415210.1
1294,1268,0.980,110.8,6,759.6,9407519.4
1172,1070,0.913,106.9,6,850.4,7604445.5
1458,1218,0.835,101.8,6,684.6,3337400.6
1052,1025,0.974,111.2,5,950.3,11270388.1
1210,1154,0.954,111.2,7,826.6,9547770.4
1265,1225,0.968,111.2,4,786.7,9751644.9
1220,1066,0.874,104.4,6,808.3,6827130.5
1426,1004,0.704,114.9,6,698.1,4984853.0
1332,1205,0.905,109.6,6,748.5,13267593.5
1536,1447,0.942,109.0,7,635.3,7320265.9
1424,1272,0.893,105.5,8,699.3,4787470.5
1203,1096,0.911,107.8,6,807.9,9699709.7
1214,1090,0.898,105.2,6,814.7,7127797.8
1153,1093,0.948,109.7,7,843.6,14085066.0
1254,1200,0.957,109.5,5,795.0,11540573.6
1279,1095,0.856,112.6,6,781.5,7648233.7
1137,916,0.806,124.7,6,879.6,10544805.5
1276,1024,0.803,100.1,6,782.0,6538169.7
1357,1063,0.783,99.0,7,730.6,3610534.4
1380,1181,0.856,105.2,7,721.9,4900759.3
1607,1469,0.914,106.5,5,599.8,7479428.7
1158,1080,0.933,108.3,6,843.0,13418155.5
1284,1194,0.930,108.6,5,764.4,9100871.9
1234,1093,0.886,109.3,6,803.5,8269547.2
1127,1107,0.982,110.6,5,888.1,16281207.1
1206,1090,0.904,115.5,5,813.4,8131696.1
1306,1006,0.770,112.3,5,758.5,4636201.0
1381,1247,0.903,115.5,6,715.9,10484890.5
1175,1079,0.918,111.3,4,839.6,7900993.0
1021,1000,0.979,112.4,5,966.8,10277071.2
1128,1089,0.965,110.3,4,879.5,9264440.9
1205,1098,0.911,111.1,6,805.3,7458464.9
1293,1180,0.913,106.4,6,771.0,9765145.3
1239,1110,0.896,105.9,7,792.1,6000686.8
1397,1091,0.781,98.8,6,714.5,3199649.7
1336,1130,0.846,115.3,5,725.3,5301755.0
1138,1070,0.940,109.4,4,871.0,10050195.6
1117,1091,0.977,110.2,4,882.7,9086488.7
1255,1169,0.931,109.0,4,785.5,6243602.2
1295,1106,0.854,116.6,5,767.8,5748845.1
1082,1052,0.972,111.1,3,871.2,9588687.7
1208,1122,0.929,112.6,6,819.8,8418492.3
1218,1089,0.894,106.1,6,801.5,5149238.3
1349,1226,0.909,111.7,5,721.1,9139640.9
1208,1099,0.910,109.2,5,824.8,8788790.1
1137,1120,0.985,111.1,3,839.2,11168644.8
1127,1088,0.965,110.1,5,880.9,11612281.5
1235,1122,0.909,105.4,6,809.6,10006722.1
1231,1139,0.925,107.5,5,800.7,8903535.8
1021,863,0.845,103.9,7,977.7,9003473.9
1361,968,0.711,102.4,6,734.0,2848159.4
1398,1287,0.921,107.1,7,706.7,5570444.8
1302,1283,0.985,110.8,6,757.1,8191445.4
1123,1100,0.980,112.3,5,875.2,11299071.7
1217,1127,0.926,108.1,5,820.2,7307743.6
1247,1142,0.916,107.2,6,790.5,6342710.3
1063,1045,0.983,111.4,6,923.6,9196154.8
967,915,0.946,109.9,4,1030.1,13206796.2
1217,947,0.778,115.6,4,818.6,5766464.6
1087,1032,0.949,116.8,5,920.0,9714773.5
1093,979,0.896,106.4,5,907.4,9148616.8
993,976,0.983,113.7,5,991.1,12536946.2
987,937,0.949,111.2,5,989.8,11323277.9
1145,1026,0.896,106.2,5,864.2,8917135.6
997,950,0.953,111.0,6,987.1,10307357.2
962,802,0.834,103.8,6,1036.5,9203064.7
1139,884,0.776,99.8,6,876.7,4933901.7
970,928,0.957,110.3,5,1015.6,12163801.4
1093,874,0.800,120.4,6,881.2,11278532.9
664,468,0.705,98.8,7,1432.6,43475701.4
934,849,0.909,107.7,5,1004.0,20645973.8
1117,968,0.867,105.7,7,878.6,12442764.5
511,364,0.712,118.4,9,1942.3,55199770.2
690,628,0.910,110.5,7,1446.7,34595626.8
806,638,0.792,107.3,6,1227.7,10798198.1
883,833,0.943,109.3,4,1116.5,11879618.3
1005,937,0.932,114.9,4,984.9,11174008.2
878,862,0.982,111.8,5,1120.5,13210286.8
244,63,0.258,153.5,4,4023.8,122736505.2
989,919,0.929,120.4,4,995.4,10802853.0
1173,1075,0.916,106.0,5,840.8,10561239.2
1124,998,0.888,108.7,7,879.7,9049729.3
1287,1015,0.789,99.3,7,775.0,3657711.2
1247,1178,0.945,109.6,6,797.3,8027940.1
1167,1105,0.947,111.2,5,842.4,8077290.1
1101,1068,0.970,110.6,5,901.9,8952909.8
